nid,author
123731,Ayman Azazi
123738,Marko Birkic
123739,Marko Birkic
123740,Marko Birkic
123741,Marko Birkic
123743,Marko Birkic
123745,Marko Birkic
123746,Marko Birkic
123747,Marko Birkic
123750,Marko Birkic
123751,Marko Birkic
123752,Marko Birkic
123754,Marko Birkic
123755,Marko Birkic
123756,Marko Birkic
123757,Marko Birkic
123758,Marko Birkic
123763,Marko Birkic
123764,Marko Birkic
123765,Marko Birkic
123766,Marko Birkic
123767,Marko Birkic
123768,Marko Birkic
123769,Marko Birkic
123770,Marko Birkic
123771,Marko Birkic
123772,Marko Birkic
123773,Marko Birkic
123774,Marko Birkic
123775,Marko Birkic
123776,Marko Birkic
123781,Marko Birkic
123782,Marko Birkic
123783,Marko Birkic
123784,Marko Birkic
123785,Marko Birkic
123786,Marko Birkic
123787,Marko Birkic
123788,Marko Birkic
123789,Marko Birkic
123790,Marko Birkic
123791,Marko Birkic
123792,Marko Birkic
123793,Marko Birkic
123794,Marko Birkic
123795,Marko Birkic
123796,Marko Birkic
123797,Marko Birkic
123815,Marko Birkic
123816,Marko Birkic
123817,Marko Birkic
123818,Marko Birkic
123820,Marko Birkic
123821,Marko Birkic
123823,Marko Birkic
123824,Marko Birkic
123825,Marko Birkic
123826,Marko Birkic
123827,Marko Birkic
123828,Marko Birkic
123830,Marko Birkic
123942,Angela Picón
123951,Lionel Doubane
123954,Lionel Doubane
123955,Lionel Doubane
123961,Marko Birkic
123963,Marko Birkic
123964,Marko Birkic
124060,Sekou TRAORE
124085,zhyar kaka
124106,Carol Sanchez
124155,Marie Loeb
124159,Marie Loeb
124167,Carol Sanchez
124192,Carol Sanchez
124196,Carol Sanchez
124316,Brenda Eriksen
124328,Brenda Eriksen
124329,Brenda Eriksen
124330,Brenda Eriksen
124332,Carol Sanchez
124333,Carol Sanchez
124367,Kudakwashe Mhwandagara
124368,Sven Schmitz-Leuffen
124371,Sven Schmitz-Leuffen
124374,Sven Schmitz-Leuffen
124376,Sven Schmitz-Leuffen
124437,Hawraa Harkous
124439,Hawraa Harkous
124485,Carol Sanchez
124489,Carol Sanchez
124490,Brenda Eriksen
124510,Ather Mahmood
124511,Ather Mahmood
124512,Ather Mahmood
124513,Ather Mahmood
124516,Ather Mahmood
124517,Ather Mahmood
124518,Ather Mahmood
124519,Ather Mahmood
124520,Ather Mahmood
124521,Ather Mahmood
124523,Ather Mahmood
124524,Ather Mahmood
124525,Ather Mahmood
124547,Ather Mahmood
124627,Carol Sanchez
124729,Carol Sanchez
124768,Anna Ziolkovska
124803,Anna Ziolkovska
124804,Anna Ziolkovska
125129,Pablo Galarza
125140,Carol Sanchez
125198,Alfred KANA
125203,Alfred KANA
125204,Alfred KANA
125205,Alfred KANA
125206,Alfred KANA
125315,Sofia Panchi
125352,Daniel Kuria
125354,Jean-Guy Tshimanga
125526,Lukasz Kruk
125527,Lukasz Kruk
125528,Lukasz Kruk
125529,Lukasz Kruk
125532,Ayub Gitonga
125616,Guiomar Pau Sole
125625,jantolin@iom.int
125626,jantolin@iom.int
125631,jantolin@iom.int
125632,jantolin@iom.int
125710,Anna Ziolkovska
125712,Anna Ziolkovska
125771,Ather Mahmood
125813,Anna Ziolkovska
125814,Anna Ziolkovska
125815,Anna Ziolkovska
125817,Anna Ziolkovska
125818,Anna Ziolkovska
125819,Anna Ziolkovska
125820,Anna Ziolkovska
125990,Anna Ziolkovska
125992,Anna Ziolkovska
125993,Anna Ziolkovska
125994,Anna Ziolkovska
125995,Anna Ziolkovska
125997,Anna Ziolkovska
126053,Guiomar Pau Sole
126183,Amadou SOW
126186,Amadou SOW
126211,Amadou SOW
126214,Amadou SOW
126215,Amadou SOW
126217,Amadou SOW
126260,Oladipo Akinpelumi
126269,Oladipo Akinpelumi
126286,Oladipo Akinpelumi
126323,Angela Picón
126324,Oladipo Akinpelumi
126328,Oladipo Akinpelumi
126331,Oladipo Akinpelumi
126362,Oladipo Akinpelumi
126363,Oladipo Akinpelumi
126380,Oladipo Akinpelumi
126382,Oladipo Akinpelumi
126385,Oladipo Akinpelumi
126386,Abdulrahman  Raheem
126394,Ryan Smith
126395,Ryan Smith
126421,Oladipo Akinpelumi
126432,Mohamed DABO
126437,Abdulrahman  Raheem
126505,Makan Konaté
126873,Carol Sanchez
126896,Marie Loeb
126898,Marie Loeb
126900,Marie Loeb
126904,Marie Loeb
126905,Marie Loeb
126906,Marie Loeb
126907,Marie Loeb
126908,Marie Loeb
126910,Marie Loeb
126911,Marie Loeb
126913,Marie Loeb
126917,Marie Loeb
126919,Marie Loeb
126921,Marie Loeb
126924,Marie Loeb
126925,Marie Loeb
126927,Marie Loeb
126933,Marie Loeb
126935,Marie Loeb
126936,Marie Loeb
126937,Marie Loeb
126938,Marie Loeb
126939,Marie Loeb
126941,Marie Loeb
126942,Marie Loeb
126944,Marie Loeb
126946,Marie Loeb
126948,Marie Loeb
126950,Marie Loeb
126966,Carol Sanchez
126981,Oladipo Akinpelumi
127068,Marie Loeb
127103,Sekou TRAORE
127116,Hawraa Harkous
127117,Hawraa Harkous
127138,Roxanne Moore
127192,Guido Pizzini
127193,Guido Pizzini
127265,RUBERINTWARI JEAN
127281,Oladipo Akinpelumi
127290,Carol Sanchez
127324,Guido Pizzini
127325,Guiomar Pau Sole
127364,Carol Sanchez
127373,Oladipo Akinpelumi
127375,Oladipo Akinpelumi
127400,Oladipo Akinpelumi
127402,Oladipo Akinpelumi
127403,Oladipo Akinpelumi
127523,Oladipo Akinpelumi
127560,Oladipo Akinpelumi
127569,Oladipo Akinpelumi
127574,Oladipo Akinpelumi
127580,Oladipo Akinpelumi
127588,Ranjith GEORGE
127590,Ranjith GEORGE
127592,Ranjith GEORGE
127608,Oladipo Akinpelumi
127618,Oladipo Akinpelumi
127642,Oladipo Akinpelumi
127644,Anicet Mballa
127645,Anicet Mballa
127653,Guiomar Pau Sole
127655,Oladipo Akinpelumi
127660,Oladipo Akinpelumi
127714,Oladipo Akinpelumi
127735,Oladipo Akinpelumi
127806,Sammy Seifu
127858,Ather Mahmood
127899,Carol Sanchez
127949,Oladipo Akinpelumi
127951,Idiatou Diallo
128046,Oladipo Akinpelumi
128047,CCS Sector
128079,Idiatou Diallo
128123,Sammy Seifu
128151,Remi Galinier
128223,Jimena Peroni
128247,Carol Sanchez
128265,Shantosh Karki
128351,Ranjith GEORGE
128678,zhyar kaka
128692,Mohamed DABO
128822,Carol Sanchez
128942,Oladipo Akinpelumi
128949,Ximena Contla
129223,Carol Sanchez
129257,Marina Colozzi
129299,Muhammad Farhad
129301,Carol Sanchez
129360,Carol Sanchez
129363,Carol Sanchez
129364,Carol Sanchez
129487,Desta Habtemichael
129494,Idiatou Diallo
129495,Idiatou Diallo
129496,Idiatou Diallo
129497,Idiatou Diallo
129519,Carol Sanchez
129537,Elfriede Kormawa
129539,Elfriede Kormawa
129648,Angela Picón
129685,CCS Sector
129786,RUBERINTWARI JEAN
129886,Carol Sanchez
129887,Carol Sanchez
129892,Carol Sanchez
129985,Carol Sanchez
129986,Carol Sanchez
130029,Oladipo Akinpelumi
130050,IMO CCCM Cluster
130438,Lionel Doubane
130568,Carol Sanchez
130680,Olivier Koch Mathian
130681,Olivier Koch Mathian
130694,Carol Sanchez
130740,Andrii Mazurenko
130741,Andrii Mazurenko
130847,Shantosh Karki
130848,Shantosh Karki
130849,Shantosh Karki
130943,Carol Sanchez
130951,Ranjith GEORGE
130953,Jay Ilukhor
130968,Jay Ilukhor
130978,Carol Sanchez
130979,Carol Sanchez
130998,Ranjith GEORGE
131021,IMO CCCM Cluster
131045,Abdulrahman  Raheem
131099,Jay Ilukhor
131100,Jay Ilukhor
131123,Elfriede Kormawa
131210,Abdulrahman  Raheem
131253,Sameer Al-Rubaye
131260,Carol Sanchez
131264,Carol Sanchez
131467,Carol Sanchez
131610,Ranjith GEORGE
131672,Carol Sanchez
131752,Alfred KANA
131753,Alfred KANA
131754,Alfred KANA
131755,Alfred KANA
131756,Alfred KANA
131757,Alfred KANA
131765,Wahdatullah Momand
131766,Wahdatullah Momand
131769,Wahdatullah Momand
131773,Wahdatullah Momand
131774,Wahdatullah Momand
131935,Jay Ilukhor
131959,Jay Ilukhor
131989,Carol Sanchez
132005,Carol Sanchez
132040,Jay Ilukhor
132041,Jay Ilukhor
132044,Jay Ilukhor
132045,Jay Ilukhor
132116,Jay Ilukhor
132117,Dmytro Sharaievskyi
132143,Marie Loeb
132144,Marie Loeb
132145,Marie Loeb
132146,Marie Loeb
132148,Marie Loeb
132149,Marie Loeb
132150,Marie Loeb
132153,Marie Loeb
132154,Marie Loeb
132155,Marie Loeb
132156,Marie Loeb
132157,Marie Loeb
132158,Marie Loeb
132159,Marie Loeb
132161,Jay Ilukhor
132177,Jay Ilukhor
132183,Jay Ilukhor
132207,Jay Ilukhor
132217,Alfred KANA
132258,Jay Ilukhor
132285,Carol Sanchez
132286,Marie Loeb
132288,Marie Loeb
132289,Marie Loeb
132333,Carol Sanchez
132334,Carol Sanchez
132369,Javed Khan
132370,Javed Khan
132371,Javed Khan
132372,Javed Khan
132373,Javed Khan
132374,Javed Khan
132389,Sandeep Bashyal
132397,Ranjith GEORGE
132540,Carol Sanchez
132580,Guiomar Pau Sole
132587,Carol Sanchez
132588,Carol Sanchez
132589,Carol Sanchez
132593,Marie Loeb
132631,Abdulrahman  Raheem
132652,Emmanuel Lokoya
132654,Emmanuel Lokoya
132655,Emmanuel Lokoya
132657,Emmanuel Lokoya
132658,Emmanuel Lokoya
132660,Emmanuel Lokoya
132661,Emmanuel Lokoya
132676,Carol Sanchez
132678,Carol Sanchez
132679,Carol Sanchez
132708,Carol Sanchez
132730,Sammy Seifu
132735,Elfriede Kormawa
132756,Marie Loeb
132757,Marie Loeb
132758,Marie Loeb
133129,Alisher Ashurov
133156,Jay Ilukhor
133160,Frank Santana
133163,Marie Loeb
133346,Roxanne Moore
133372,Jay Ilukhor
133373,Jay Ilukhor
133379,Carol Sanchez
133480,Abdulrahman  Raheem
133622,Marie Loeb
133635,Emmanuel Lokoya
133636,Emmanuel Lokoya
133637,Emmanuel Lokoya
133639,Emmanuel Lokoya
133706,Emmanuel Lokoya
133709,Emmanuel Lokoya
133710,Emmanuel Lokoya
133711,Emmanuel Lokoya
133712,Emmanuel Lokoya
133713,Emmanuel Lokoya
133714,Emmanuel Lokoya
133715,Emmanuel Lokoya
133717,Emmanuel Lokoya
133718,Emmanuel Lokoya
133719,Emmanuel Lokoya
133888,Roxanne Moore
133889,Roxanne Moore
133890,Emmanuel Lokoya
133891,Roxanne Moore
133892,Emmanuel Lokoya
133893,Emmanuel Lokoya
133894,Roxanne Moore
133895,Emmanuel Lokoya
133896,Marie Loeb
133898,Emmanuel Lokoya
133899,Emmanuel Lokoya
133900,Emmanuel Lokoya
133901,Emmanuel Lokoya
133902,Emmanuel Lokoya
133903,Emmanuel Lokoya
133904,Emmanuel Lokoya
133905,Emmanuel Lokoya
133906,Emmanuel Lokoya
133907,Emmanuel Lokoya
133914,Roxanne Moore
133919,Ranjith GEORGE
133920,Ranjith GEORGE
133960,CCS Sector
133999,Marina Colozzi
134006,Marina Colozzi
134015,Roxanne Moore
134026,Roxanne Moore
134079,Ariel Anwar
134081,Marina Colozzi
134133,Carol Sanchez
134155,Jay Mendoza
134183,Marie Loeb
134216,Emmanuel Lokoya
134219,Emmanuel Lokoya
134220,Roxanne Moore
134221,Emmanuel Lokoya
134222,Roxanne Moore
134223,Emmanuel Lokoya
134224,Roxanne Moore
134225,Emmanuel Lokoya
134226,Roxanne Moore
134227,Emmanuel Lokoya
134228,Roxanne Moore
134229,Emmanuel Lokoya
134230,Emmanuel Lokoya
134232,Emmanuel Lokoya
134234,Roxanne Moore
134236,Emmanuel Lokoya
134237,Roxanne Moore
134238,Roxanne Moore
134239,Emmanuel Lokoya
134243,Emmanuel Lokoya
134251,Emergency Coordinator HRF
134252,Sarah Bellotti
134275,Carol Sanchez
134277,Carol Sanchez
134287,Emmanuel Lokoya
134288,Emmanuel Lokoya
134289,Emmanuel Lokoya
134290,Emmanuel Lokoya
134291,Emmanuel Lokoya
134292,Emmanuel Lokoya
134293,Emmanuel Lokoya
134294,Emmanuel Lokoya
134305,Emmanuel Lokoya
134306,Emmanuel Lokoya
134308,Emmanuel Lokoya
134311,Emmanuel Lokoya
134312,Emmanuel Lokoya
134313,Emmanuel Lokoya
134315,Emmanuel Lokoya
134323,Emmanuel Lokoya
134324,Emmanuel Lokoya
134326,Emmanuel Lokoya
134328,Emmanuel Lokoya
134331,Emmanuel Lokoya
134350,Marina Colozzi
134351,Marina Colozzi
134352,Marina Colozzi
134531,Muthu Karuppasamy Kannusamy
134574,Carol Sanchez
134600,Alaa Al-Naddaf
134616,Marie Loeb
134641,Joseph Addawe
134643,Joseph Addawe
134696,Joseph Addawe
134882,Patrina Pink
134923,Carol Sanchez
135034,CCS Sector
135135,Carol Sanchez
135140,Ather Mahmood
135141,Ather Mahmood
135142,Ather Mahmood
135143,Ather Mahmood
135179,Ana Maria Pereira
135254,Regine Joseph
135255,Marie Loeb
135256,Regine Joseph
135266,Carol Sanchez
135285,zhyar kaka
135286,zhyar kaka
135368,Carol Sanchez
135386,Sylvia Opinia
135447,Punya Sapkota
135448,Punya Sapkota
135530,Ahmed Osman
135550,Frank Santana
135566,Carol Sanchez
135606,Alen Chalak
135674,Andrii Mazurenko
135698,Regine Joseph
135702,Marie Loeb
135705,Andrii Mazurenko
135706,Andrii Mazurenko
135707,Andrii Mazurenko
135708,Andrii Mazurenko
135709,Andrii Mazurenko
135710,Andrii Mazurenko
135711,Andrii Mazurenko
135712,Andrii Mazurenko
135713,Andrii Mazurenko
135714,Andrii Mazurenko
135715,Andrii Mazurenko
135716,Andrii Mazurenko
135718,Andrii Mazurenko
135719,Andrii Mazurenko
135725,Adebanjo Adegbolagun
135736,Andrii Mazurenko
135804,Abdulrahman  Raheem
135919,Carol Sanchez
135923,Carol Sanchez
135974,Abdulrahman  Raheem
135976,Abdulrahman  Raheem
136070,Carol Sanchez
136078,Alisher Ashurov
136126,Dmytro Sharaievskyi
136128,Dmytro Sharaievskyi
136131,Dmytro Sharaievskyi
136201,IMO CCCM Cluster
136290,IMO CCCM Cluster
136291,IMO CCCM Cluster
136292,IMO CCCM Cluster
136293,IMO CCCM Cluster
136294,IMO CCCM Cluster
136295,IMO CCCM Cluster
136299,Alen Chalak
136315,Carol Sanchez
136471,Sandeep Bashyal
136525,Idiatou Diallo
136562,Guiomar Pau Sole
136600,Aboubakar Cissé
136758,Carol Sanchez
136809,IMO CCCM Cluster
136931,Marie Loeb
137032,Florence Muchori
137033,Florence Muchori
137035,Florence Muchori
137036,Florence Muchori
137052,Marie Loeb
137096,Yewondwossen Assefa
137154,Jay Ilukhor
137235,Ahmed Osman
137330,UNHCR Nigeria Information Management
137348,hilgert@unhcr.org
137413,Javed Khan
137458,Frank Santana
137475,Wahdatullah Momand
137512,Jay Ilukhor
137672,UNHCR Nigeria Information Management
137933,Dmytro Sharaievskyi
137938,Sammy Seifu
137941,Sammy Seifu
137948,Regine Joseph
137969,Sammy Seifu
137971,Sammy Seifu
137973,Sammy Seifu
137980,Sammy Seifu
137981,Sammy Seifu
137986,Sammy Seifu
137987,Sammy Seifu
137988,Sammy Seifu
137989,Sammy Seifu
137990,Sammy Seifu
137991,Sammy Seifu
137992,Sammy Seifu
137993,Sammy Seifu
137994,Sammy Seifu
137995,Sammy Seifu
137996,Sammy Seifu
137997,Sammy Seifu
137998,Sammy Seifu
137999,Sammy Seifu
138000,Sammy Seifu
138001,Sammy Seifu
138002,Sammy Seifu
138003,Sammy Seifu
138004,Sammy Seifu
138005,Sammy Seifu
138006,Sammy Seifu
138007,Sammy Seifu
138009,Sammy Seifu
138010,Sammy Seifu
138011,Sammy Seifu
138012,Sammy Seifu
138024,Sammy Seifu
138026,Sammy Seifu
138027,Sammy Seifu
138028,Sammy Seifu
138029,Sammy Seifu
138030,Sammy Seifu
138031,Sammy Seifu
138032,Sammy Seifu
138033,Sammy Seifu
138034,Sammy Seifu
138035,Sammy Seifu
138036,Sammy Seifu
138037,Sammy Seifu
138038,Sammy Seifu
138039,Sammy Seifu
138040,Sammy Seifu
138116,Sammy Seifu
138117,Sammy Seifu
138118,Sammy Seifu
138119,Sammy Seifu
138120,Sammy Seifu
138121,Sammy Seifu
138122,Sammy Seifu
138123,Sammy Seifu
138124,Sammy Seifu
138125,Sammy Seifu
138126,Sammy Seifu
138128,Elsa Maarawi
138186,Sammy Seifu
138192,Sammy Seifu
138198,Sammy Seifu
138202,Sammy Seifu
138206,Sammy Seifu
138217,Sammy Seifu
138284,Sammy Seifu
138285,Sammy Seifu
138286,Sammy Seifu
138287,Sammy Seifu
138288,Sammy Seifu
138289,Sammy Seifu
138290,Sammy Seifu
138291,Sammy Seifu
138292,Sammy Seifu
138293,Sammy Seifu
138294,Sammy Seifu
138295,Sammy Seifu
138296,Sammy Seifu
138297,Sammy Seifu
138298,Sammy Seifu
138311,Sammy Seifu
138313,Sammy Seifu
138314,Sammy Seifu
138315,Sammy Seifu
138317,Sammy Seifu
138320,Sammy Seifu
138321,Sammy Seifu
138357,Rami Khalid Abdulbagi
138372,Francis TCHAMOKOUEN TCHASSEM
138388,Francis TCHAMOKOUEN TCHASSEM
138473,Tom Haythornthwaite
138486,IMO CCCM Cluster
138559,Alfred KANA
138597,Jay Ilukhor
138615,Andrii Mazurenko
138671,Jay Ilukhor
138673,Emmanuel Lokoya
138675,Emmanuel Lokoya
138693,CCS Sector
138708,Jay Ilukhor
138711,Jay Ilukhor
138737,May Munoz
138738,May Munoz
138894,Muditha Sampath
138914,Jay Ilukhor
138943,Ayad Shihan
138952,Frank Santana
138957,CCS Sector
139026,hilgert@unhcr.org
139051,Abdulrahman  Raheem
139053,Wahdatullah Momand
139073,Muditha Sampath
139078,Muditha Sampath
139080,Muditha Sampath
139082,Muditha Sampath
139092,Muditha Sampath
139096,Muditha Sampath
139098,Muditha Sampath
139130,Muditha Sampath
139131,Muditha Sampath
139165,Ahmed Osman
139174,Muditha Sampath
139179,Muditha Sampath
139186,Muditha Sampath
139189,Muditha Sampath
139196,Gebreslasie Gebremichael
139265,Florence Muchori
139324,Guiomar Pau Sole
139347,Francis TCHAMOKOUEN TCHASSEM
139361,Abdulrahman  Raheem
139362,Abdulrahman  Raheem
139363,Abdulrahman  Raheem
139387,Guiomar Pau Sole
139533,CCS Sector
139738,Dominik Koeppl
139739,Dominik Koeppl
139807,Carol Sanchez
139822,Sarah Oteri Kwamboka
140072,Carol Sanchez
140110,Muditha Sampath
140147,Muditha Sampath
140149,Bernard Bai
140223,Idiatou Diallo
140298,Ahmed Roble
140405,Marko S. MACSKOVICH
140409,Zeeshan Ahmad Qamar
140410,Francis TCHAMOKOUEN TCHASSEM
140419,Jay Ilukhor
140420,Jay Ilukhor
140421,Jay Ilukhor
140461,Marko S. MACSKOVICH
140490,Frank Santana
140497,Ahmed Roble
140498,Ahmed Roble
140511,IMO CCCM Cluster
140514,Matthew Richard
140516,Matthew Richard
140561,Ahmed Roble
140563,Ahmed Roble
140601,Dmytro Sharaievskyi
140608,Ahmed Roble
140622,Matthew Richard
140623,Matthew Richard
140646,Ishaq Ali Ramazani
140723,Saddam Hubaishi
140850,Florence Muchori
140853,Florence Muchori
140955,Abdulrahman  Raheem
141123,Maha Shaban
141183,Matthew Richard
141184,Matthew Richard
141273,Martha Adong
141277,Martha Adong
141282,Martha Adong
141324,Wahdatullah Momand
141332,Aliocha Salagnac
141361,Aliocha Salagnac
141492,Kamran Baig
141513,Wahdatullah Momand
141514,Wahdatullah Momand
141515,Wahdatullah Momand
141516,Wahdatullah Momand
141517,Wahdatullah Momand
141518,Wahdatullah Momand
141519,Wahdatullah Momand
141520,Wahdatullah Momand
141521,Wahdatullah Momand
141557,Francis TCHAMOKOUEN TCHASSEM
141582,Francis TCHAMOKOUEN TCHASSEM
141851,Ather Mahmood
141880,Dominik Koeppl
141960,Matthew Richard
142010,Dominik Koeppl
142012,Dominik Koeppl
142013,Dominik Koeppl
142057,Dominik Koeppl
142068,Joseph Fredrick Thomas
142132,Jay Ilukhor
142152,Miguel Hernandez
142154,Miguel Hernandez
142175,Guiomar Pau Sole
142218,Wahdatullah Momand
142220,Wahdatullah Momand
142231,Martha Adong
142253,Fred Mugabi
142255,Martha Adong
142265,Wahdatullah Momand
142288,Yaelle Link
142289,Mariia Savchenko
142324,Yaelle Link
142327,Yaelle Link
142330,Yaelle Link
142332,Yaelle Link
142333,Yaelle Link
142336,Yaelle Link
142339,Yaelle Link
142352,Wideline Serrand
142355,Albert Abou Hamra
142363,Albert Abou Hamra
142378,Yaelle Link
142433,Wahdatullah Momand
142487,Yaelle Link
142640,Wahdatullah Momand
142660,Muthu Karuppasamy Kannusamy
142673,Muthu Karuppasamy Kannusamy
142676,Muthu Karuppasamy Kannusamy
142773,Abdulrahman  Raheem
142779,Abdulrahman  Raheem
142780,Abdulrahman  Raheem
142939,Ana Maria Pereira
142985,Wahdatullah Momand
143075,Alain Koffana
143077,Alain Koffana
143078,Alain Koffana
143080,Alain Koffana
143081,Alain Koffana
143333,Ana Maria Pereira
143336,Ana Maria Pereira
143338,Ana Maria Pereira
143341,Ana Maria Pereira
143348,Ana Maria Pereira
143349,Carol Sanchez
143353,Ana Maria Pereira
143354,Ana Maria Pereira
143355,Ana Maria Pereira
143356,Ana Maria Pereira
143357,Ana Maria Pereira
143358,Ana Maria Pereira
143359,Ana Maria Pereira
143361,Ana Maria Pereira
143362,Ana Maria Pereira
143363,Ana Maria Pereira
143364,Ana Maria Pereira
143365,Ana Maria Pereira
143366,Ana Maria Pereira
143367,Ana Maria Pereira
143368,Ana Maria Pereira
143369,Ana Maria Pereira
143370,Ana Maria Pereira
143371,Ana Maria Pereira
143372,Ana Maria Pereira
143373,Ana Maria Pereira
143374,Ana Maria Pereira
143419,Francis TCHAMOKOUEN TCHASSEM
143425,Mohamed DABO
143427,Mohamed DABO
143429,Mohamed DABO
143430,Mohamed DABO
143439,Mohamed DABO
143440,Mohamed DABO
143442,Mohamed DABO
143443,Mohamed DABO
143446,Mohamed DABO
143454,Mohamed DABO
143459,Mohamed DABO
143461,Mohamed DABO
143464,Mohamed DABO
143473,Sarah Oteri Kwamboka
143475,Sarah Oteri Kwamboka
143476,Sarah Oteri Kwamboka
143478,Sarah Oteri Kwamboka
143479,Sarah Oteri Kwamboka
143480,Sarah Oteri Kwamboka
143481,Sarah Oteri Kwamboka
143483,Mohamed DABO
143484,Mohamed DABO
143485,Mohamed DABO
143486,Mohamed DABO
143487,Mohamed DABO
143498,Francis TCHAMOKOUEN TCHASSEM
143504,Támara Jaramillo
143547,Seun Saseyi
143550,Oladipo Akinpelumi
143551,Oladipo Akinpelumi
143558,Oladipo Akinpelumi
143575,Wahdatullah Momand
143576,Wahdatullah Momand
143582,Oladipo Akinpelumi
143584,Oladipo Akinpelumi
143588,Oladipo Akinpelumi
143591,Oladipo Akinpelumi
143597,Oladipo Akinpelumi
143625,Remi Galinier
143690,Miguel Hernandez
143691,Miguel Hernandez
143741,Mohamed DABO
143747,Mohamed DABO
143748,Mohamed DABO
143791,Oladipo Akinpelumi
143795,Oladipo Akinpelumi
143877,Oladipo Akinpelumi
143881,Oladipo Akinpelumi
143884,Oladipo Akinpelumi
143890,Oladipo Akinpelumi
143896,Oladipo Akinpelumi
143897,Oladipo Akinpelumi
143898,Oladipo Akinpelumi
143899,Oladipo Akinpelumi
143900,Oladipo Akinpelumi
143901,Oladipo Akinpelumi
143902,Oladipo Akinpelumi
143903,Oladipo Akinpelumi
143908,Dr. Naseer Malikzai
143910,Sarajuddin Safi
143912,Oladipo Akinpelumi
143913,Oladipo Akinpelumi
143914,Oladipo Akinpelumi
143915,Oladipo Akinpelumi
143916,Oladipo Akinpelumi
143917,Oladipo Akinpelumi
143919,Oladipo Akinpelumi
144040,Oladipo Akinpelumi
144041,Oladipo Akinpelumi
144042,Oladipo Akinpelumi
144044,Oladipo Akinpelumi
144054,Remi Galinier
144124,Wahdatullah Momand
144125,Wahdatullah Momand
144156,Francis TCHAMOKOUEN TCHASSEM
144233,Carol Sanchez
144236,Sabri Chkioua
144237,Sabri Chkioua
144240,Carol Sanchez
144241,Carol Sanchez
144242,Carol Sanchez
144344,Anne Leschallier de Lisle
144346,Anne Leschallier de Lisle
144347,Anne Leschallier de Lisle
144349,Anne Leschallier de Lisle
144350,Anne Leschallier de Lisle
144351,Anne Leschallier de Lisle
144352,Anne Leschallier de Lisle
144353,Anne Leschallier de Lisle
144354,Anne Leschallier de Lisle
144355,Anne Leschallier de Lisle
144356,Anne Leschallier de Lisle
144357,Anne Leschallier de Lisle
144358,Anne Leschallier de Lisle
144359,Anne Leschallier de Lisle
144360,Anne Leschallier de Lisle
144361,Anne Leschallier de Lisle
144362,Anne Leschallier de Lisle
144363,Anne Leschallier de Lisle
144364,Anne Leschallier de Lisle
144365,Anne Leschallier de Lisle
144366,Anne Leschallier de Lisle
144377,Haneen Abu Raed
144415,Mohamed DABO
144421,Carol Sanchez
144479,Anne Leschallier de Lisle
144494,Anne Leschallier de Lisle
144518,Mariia Savchenko
144519,Mariia Savchenko
144529,Mariia Savchenko
144547,Anne Leschallier de Lisle
144556,Alen Chalak
144575,Remi Galinier
144576,Remi Galinier
144577,Remi Galinier
144591,Carol Sanchez
144669,Javed Khan
144852,Seun Saseyi
144866,Jay Ilukhor
144869,Jay Ilukhor
145113,Salar Bojan
145173,Daouda DJOUMA
145177,Francis TCHAMOKOUEN TCHASSEM
145186,Ahmed Javed Ahmady
145196,IMO CCCM Cluster
145323,Anne Leschallier de Lisle
145326,Anne Leschallier de Lisle
145335,Anne Leschallier de Lisle
145337,Anne Leschallier de Lisle
145338,Anne Leschallier de Lisle
145339,Anne Leschallier de Lisle
145364,Elie Djimbarnodji
145365,Remi Galinier
145489,Ahmed Javed Ahmady
145511,Javed Khan
145512,Javed Khan
145527,Ahmed Javed Ahmady
145534,Ahmed Javed Ahmady
145540,Florence Muchori
145598,Carol Sanchez
145628,Javed Khan
145662,Sarajuddin Safi
145680,Ahmed Javed Ahmady
145683,Ahmed Javed Ahmady
145731,Sarajuddin Safi
145813,Ahmad Reshad Ahmadzai
145817,Mirwais Muzafar
145883,Mirwais Muzafar
145946,Sarajuddin Safi
145947,Sarajuddin Safi
145951,Sarajuddin Safi
145954,Sarajuddin Safi
145956,Sarajuddin Safi
145967,Amir Khan Sabari
145971,Marina Colozzi
145977,Amir Khan Sabari
146010,Anne Leschallier de Lisle
146011,Anne Leschallier de Lisle
146012,Anne Leschallier de Lisle
146013,Anne Leschallier de Lisle
146023,Sarajuddin Safi
146024,Ahmed Javed Ahmady
146037,Remi Galinier
146057,Ahmed Javed Ahmady
146059,Amir Khan Sabari
146060,Amir Khan Sabari
146061,Ahmed Javed Ahmady
146077,Anne Leschallier de Lisle
146097,Amir Khan Sabari
146102,Ather Mahmood
146104,Ather Mahmood
146114,Ather Mahmood
146129,UNHCR Nigeria Information Management
146138,Carol Sanchez
146142,Jay Ilukhor
146168,Gilbert SENGAMALI
146185,Wahid Mohammadi
146202,Ather Mahmood
146204,Ather Mahmood
146205,Ather Mahmood
146209,Ather Mahmood
146210,Ather Mahmood
146211,Ather Mahmood
146241,Francis TCHAMOKOUEN TCHASSEM
146286,Anne Leschallier de Lisle
146298,Mirwais Muzafar
146310,Mirwais Muzafar
146312,Mirwais Muzafar
146323,Seun Saseyi
146335,Seun Saseyi
146342,Seun Saseyi
146369,Mohammad Yasin Hemmat
146374,Mohammad Yasin Hemmat
146375,Mohammad Yasin Hemmat
146379,Mohammad Yasin Hemmat
146382,Mohammad Yasin Hemmat
146444,Seun Saseyi
